QID ,URLNO ,PNO ,REL,EXPL,,,,
215,102,2145,1,provides the time and treament when Ebola was first observed,,,,
215,289,2146,0,does not address what treatment were tried when Ebola was first observed,,,,
215,289,2147,0,does not address what treatment were tried when Ebola was first observed,,,,
215,289,2148,0,does not address what treatment were tried when Ebola was first observed,,,,
215,289,2149,0,does not address what treatment were tried when Ebola was first observed,,,,
215,289,2150,0,does not address what treatment were tried when Ebola was first observed,,,,
216,102,2151,1,provides the time and treament when Ebola was first observed,,,,
216,101,2152,1,provides the time and treament when Ebola was first observed,,,,
216,102,2153,1,provides the time and treament when Ebola was first observed,,,,
216,102,2154,1,provides the time and treament when Ebola was first observed,,,,
216,287,2155,1,provides the time and treament when Ebola was first observed,,,,
216,503,2156,0,does not address what treatment were tried when Ebola was first observed,,,,
216,503,2157,0,does not address what treatment were tried when Ebola was first observed,,,,
216,503,2158,0,does not address what treatment were tried when Ebola was first observed,,,,
216,503,2159,0,does not address what treatment were tried when Ebola was first observed,,,,
216,102,2160,0,does not address what treatment were tried when Ebola was first observed,,,,
225,39,2241,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
225,32,2242,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
225,32,2243,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
225,32,2244,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
225,32,2245,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
225,40,2246,0,No tests are givein in this paragraph,,,,
225,40,2247,0,No tests are givein in this paragraph,,,,
225,40,2248,0,No tests are givein in this paragraph,,,,
225,40,2249,0,No tests are givein in this paragraph,,,,
225,40,2250,0,No tests are givein in this paragraph,,,,
226,504,2251,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
226,504,2252,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
226,42,2253,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
226,505,2254,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
226,505,2255,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
226,506,2256,0,No tests are givein in this paragraph,,,,
226,506,2257,0,No tests are givein in this paragraph,,,,
226,506,2258,0,No tests are givein in this paragraph,,,,
226,507,2259,0,No tests are givein in this paragraph,,,,
226,507,2260,0,No tests are givein in this paragraph,,,,
227,508,2261,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
227,508,2262,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
227,53,2263,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
227,509,2264,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
227,54,2265,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
227,296,2266,0,No tests are givein in this paragraph,,,,
227,296,2267,0,No tests are givein in this paragraph,,,,
227,296,2268,0,No tests are givein in this paragraph,,,,
227,296,2269,0,No tests are givein in this paragraph,,,,
227,296,2270,0,No tests are givein in this paragraph,,,,
228,47,2271,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
228,46,2272,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
228,96,2273,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
228,47,2274,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
228,48,2275,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
228,96,2276,0,No tests are givein in this paragraph,,,,
228,96,2277,0,No tests are givein in this paragraph,,,,
228,96,2278,0,No tests are givein in this paragraph,,,,
228,96,2279,0,No tests are givein in this paragraph,,,,
228,96,2280,0,No tests are givein in this paragraph,,,,
229,24,2281,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
229,4,2282,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
229,4,2283,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
229,343,2284,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
229,515,2285,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
229,4,2286,0,No tests are givein in this paragraph,,,,
229,4,2287,0,No tests are givein in this paragraph,,,,
229,4,2288,0,No tests are givein in this paragraph,,,,
229,4,2289,0,No tests are givein in this paragraph,,,,
229,4,2290,0,No tests are givein in this paragraph,,,,
230,27,2291,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
230,514,2292,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
230,56,2293,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
230,58,2294,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
230,56,2295,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
230,42,2296,0,No tests are givein in this paragraph,,,,
230,42,2297,0,No tests are givein in this paragraph,,,,
230,42,2298,0,No tests are givein in this paragraph,,,,
230,42,2299,0,No tests are givein in this paragraph,,,,
230,42,2300,0,No tests are givein in this paragraph,,,,
231,516,2301,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
231,516,2302,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
231,119,2303,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
231,38,2304,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
231,41,2305,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
231,4,2306,0,No tests are givein in this paragraph,,,,
231,4,2307,0,No tests are givein in this paragraph,,,,
231,4,2308,0,No tests are givein in this paragraph,,,,
231,4,2309,0,No tests are givein in this paragraph,,,,
231,4,2310,0,No tests are givein in this paragraph,,,,
232,517,2311,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
232,517,2312,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
232,517,2313,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
232,517,2314,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
232,517,2315,1,shows test are performed for Ebola Malaria Typhus or Cholera,,,,
232,518,2316,0,No tests are givein in this paragraph,,,,
232,518,2317,0,No tests are givein in this paragraph,,,,
232,518,2318,0,No tests are givein in this paragraph,,,,
232,518,2319,0,No tests are givein in this paragraph,,,,
232,518,2320,0,No tests are givein in this paragraph,,,,
241,103,2401,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
241,76,2402,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
241,329,2403,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
241,109,2404,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
241,151,2405,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
241,329,2406,0,No preventive care information is mentioned,,,,
241,329,2407,0,No preventive care information is mentioned,,,,
241,329,2408,0,No preventive care information is mentioned,,,,
241,329,2409,0,No preventive care information is mentioned,,,,
241,329,2410,0,No preventive care information is mentioned,,,,
242,111,2411,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
242,111,2412,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
242,111,2413,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
242,258,2414,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
242,258,2415,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
242,258,2416,0,No preventive care information is mentioned,,,,
242,258,2417,0,No preventive care information is mentioned,,,,
242,258,2418,0,No preventive care information is mentioned,,,,
242,258,2419,0,No preventive care information is mentioned,,,,
242,258,2420,0,No preventive care information is mentioned,,,,
243,509,2421,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
243,509,2422,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
243,142,2423,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
243,242,2424,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
243,264,2425,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
243,264,2426,0,No preventive care information is mentioned,,,,
243,264,2427,0,No preventive care information is mentioned,,,,
243,264,2428,0,No preventive care information is mentioned,,,,
243,264,2429,0,No preventive care information is mentioned,,,,
243,264,2430,0,No preventive care information is mentioned,,,,
244,147,2431,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
244,269,2432,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
244,269,2433,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
244,269,2434,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
244,602,2435,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
244,230,2436,0,No preventive care information is mentioned,,,,
244,230,2437,0,No preventive care information is mentioned,,,,
244,230,2438,0,No preventive care information is mentioned,,,,
244,230,2439,0,No preventive care information is mentioned,,,,
244,230,2440,0,No preventive care information is mentioned,,,,
245,73,2441,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
245,73,2442,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
245,329,2443,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
245,151,2444,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
245,151,2445,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
245,103,2446,0,No preventive care information is mentioned,,,,
245,103,2447,0,No preventive care information is mentioned,,,,
245,103,2448,0,No preventive care information is mentioned,,,,
245,103,2449,0,No preventive care information is mentioned,,,,
245,103,2450,0,No preventive care information is mentioned,,,,
246,608,2451,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
246,608,2452,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
246,608,2453,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
246,608,2454,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
246,608,2455,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
246,608,2456,0,No preventive care information is mentioned,,,,
246,608,2457,0,No preventive care information is mentioned,,,,
246,608,2458,0,No preventive care information is mentioned,,,,
246,608,2459,0,No preventive care information is mentioned,,,,
246,608,2460,0,No preventive care information is mentioned,,,,
247,88,2461,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
247,611,2462,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
247,611,2463,1,gives the preventive care recommended for Ebola Malaria Typhus or Cholera,,,,
